QUARTER,TIME_REMAINING,BOSTON_ACTION,GOLDEN STATE_ACTION,BOSTON_SCORE,GOLDEN STATE_SCORE
4,3:39.0,,Defensive rebound by G. Payton,78,102
4,3:35.0,,Golden State full timeout,78,102
4,3:35.0,M. Fitts enters the game for P. Pritchard,,78,102
4,3:35.0,L. Kornet enters the game for D. Theis,,78,102
4,3:35.0,N. Stauskas enters the game for G. Williams,,78,102
4,3:35.0,,J. Kuminga enters the game for K. Looney,78,102
4,3:35.0,,D. Lee enters the game for G. Payton,78,102
4,3:35.0,,J. Toscano-Anderson enters the game for K. Thompson,78,102
4,3:18.0,,J. Toscano-Anderson misses 3-pt jump shot from 24 ft,78,102
4,3:15.0,Defensive rebound by N. Stauskas,,78,102
4,3:01.0,A. Nesmith makes 2-pt layup from 6 ft (assist by L. Kornet),,80,102
4,2:44.0,,M. Moody makes 2-pt dunk from 3 ft (assist by J. Toscano-Anderson),80,104
4,2:34.0,L. Kornet makes 2-pt dunk from 5 ft (assist by A. Nesmith),,82,104
4,2:11.0,,J. Poole makes 3-pt jump shot from 30 ft (assist by J. Toscano-Anderson),82,107
4,1:54.0,A. Nesmith misses 3-pt jump shot from 26 ft,,82,107
4,1:52.0,,Defensive rebound by J. Toscano-Anderson,82,107
4,1:38.0,,Turnover by J. Toscano-Anderson (bad pass; steal by A. Nesmith),82,107
4,1:20.0,N. Stauskas makes 3-pt jump shot from 23 ft (assist by S. Hauser),,85,107
4,0:57.0,,J. Poole misses 3-pt jump shot from 31 ft,85,107
4,0:54.0,Defensive rebound by N. Stauskas,,85,107
4,0:43.0,N. Stauskas misses 3-pt jump shot from 28 ft,,85,107
4,0:40.0,,Defensive rebound by J. Toscano-Anderson,85,107
4,0:28.0,,D. Lee misses 3-pt jump shot from 27 ft,85,107
4,0:25.0,Defensive rebound by N. Stauskas,,85,107
4,0:18.0,M. Fitts makes 3-pt jump shot from 26 ft (assist by N. Stauskas),,88,107
