QUARTER,TIME_REMAINING,BOSTON_ACTION,GOLDEN STATE_ACTION,BOSTON_SCORE,GOLDEN STATE_SCORE
4,1:58.0,Shooting foul by G. Payton (drawn by J. Brown),,84,99
4,1:58.0,J. Brown makes free throw 1 of 2,,85,99
4,1:58.0,J. Brown makes free throw 2 of 2,,86,99
4,1:45.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by K. Looney),86,102
4,1:36.0,M. Smart makes 2-pt layup from 5 ft,,88,102
4,1:21.0,,S. Curry misses 3-pt jump shot from 27 ft,88,102
4,1:19.0,,Offensive rebound by G. Payton,88,102
4,1:19.0,,G. Payton makes 2-pt layup at rim,88,104
4,1:19.0,Boston full timeout,,88,104
4,1:19.0,S. Hauser enters the game for J. Brown,,88,104
4,1:19.0,L. Kornet enters the game for M. Smart,,88,104
4,1:19.0,J. Morgan enters the game for J. Tatum,,88,104
4,1:19.0,A. Nesmith enters the game for D. White,,88,104
4,1:19.0,N. Stauskas enters the game for G. Williams,,88,104
4,1:19.0,,N. Bjelica enters the game for S. Curry,88,104
4,1:19.0,,J. Kuminga enters the game for K. Looney,88,104
4,1:19.0,,D. Lee enters the game for G. Payton,88,104
4,1:19.0,,M. Moody enters the game for K. Thompson,88,104
4,1:19.0,,J. Toscano-Anderson enters the game for A. Wiggins,88,104
4,1:10.0,Personal foul by J. Toscano-Anderson (drawn by A. Nesmith),,88,104
4,1:10.0,A. Nesmith misses free throw 1 of 2,,88,104
4,1:10.0,Offensive rebound by Team,,88,104
4,1:10.0,A. Nesmith makes free throw 2 of 2,,89,104
4,0:56.0,,D. Lee misses 3-pt jump shot from 28 ft,89,104
4,0:54.0,Defensive rebound by L. Kornet,,89,104
4,0:41.0,A. Nesmith misses 3-pt jump shot from 26 ft,,89,104
4,0:38.0,Offensive rebound by A. Nesmith,,89,104
4,0:37.0,Personal foul by J. Toscano-Anderson (drawn by A. Nesmith),,89,104
4,0:37.0,A. Nesmith makes free throw 1 of 2,,90,104
4,0:37.0,A. Nesmith makes free throw 2 of 2,,91,104
4,0:22.0,,J. Kuminga misses 2-pt jump shot from 8 ft,91,104
4,0:19.0,Defensive rebound by J. Morgan,,91,104
4,0:14.0,L. Kornet makes 3-pt jump shot from 24 ft (assist by S. Hauser),,94,104
