QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BOSTON_ACTION,GOLDEN STATE_SCORE,BOSTON_SCORE
4,2:19.0,,M. Smart makes 2-pt jump shot from 8 ft,100,114
4,2:19.0,Golden State full timeout,,100,114
4,2:19.0,J. Kuminga enters the game for S. Curry,,100,114
4,2:19.0,D. Lee enters the game for A. Iguodala,,100,114
4,2:19.0,M. Moody enters the game for K. Thompson,,100,114
4,2:19.0,J. Toscano-Anderson enters the game for A. Wiggins,,100,114
4,2:19.0,,P. Pritchard enters the game for M. Smart,100,114
4,2:19.0,,G. Williams enters the game for R. Williams,100,114
4,2:04.0,Turnover by J. Poole (bad pass; steal by G. Williams),,100,114
4,2:02.0,,Personal foul by J. Poole (drawn by J. Brown),100,114
4,2:02.0,,J. Brown makes free throw 1 of 2,100,115
4,2:02.0,,S. Hauser enters the game for A. Horford,100,115
4,2:02.0,,A. Nesmith enters the game for J. Tatum,100,115
4,2:02.0,,J. Brown makes free throw 2 of 2,100,116
4,2:00.0,Personal take foul by G. Williams (drawn by J. Kuminga),,100,116
4,2:00.0,,M. Fitts enters the game for J. Brown,100,116
4,2:00.0,,J. Morgan enters the game for P. Pritchard,100,116
4,2:00.0,,N. Stauskas enters the game for G. Williams,100,116
4,1:49.0,D. Lee misses 3-pt jump shot from 24 ft,,100,116
4,1:47.0,,Defensive rebound by A. Nesmith,100,116
4,1:29.0,,A. Nesmith misses 2-pt jump shot from 19 ft,100,116
4,1:27.0,Defensive rebound by J. Kuminga,,100,116
4,1:22.0,J. Poole misses 3-pt jump shot from 27 ft,,100,116
4,1:21.0,,Defensive rebound by Team,100,116
4,1:02.0,,N. Stauskas misses 3-pt jump shot from 28 ft,100,116
4,1:00.0,Defensive rebound by J. Poole,,100,116
4,0:51.0,Turnover by J. Toscano-Anderson (bad pass),,100,116
4,0:26.0,,S. Hauser misses 2-pt jump shot from 18 ft (block by M. Moody),100,116
4,0:23.0,Defensive rebound by J. Poole,,100,116
4,0:23.0,Turnover by J. Poole (bad pass),,100,116
